city,date,fare,ride_id
Josephside,2019-04-17 05:45:00,32.72,6.31791E+12
Nicolechester,2019-04-05 01:38:00,19.57,1.10947E+12
Veronicaberg,2019-01-18 10:33:00,33.04,4.34135E+12
Colemanland,2019-02-20 04:19:00,43.09,8.70031E+12
Lewishaven,2019-04-20 03:54:00,21.23,8.13952E+12
Mezachester,2019-01-06 02:08:00,39.83,8.42238E+12
Williamsonville,2019-02-01 17:54:00,38.9,1.24799E+12
Josephside,2019-01-17 18:16:00,35.68,4.97337E+12
New Olivia,2019-04-17 19:11:00,30.81,1.52129E+12
East Marymouth,2019-01-27 12:18:00,43.06,6.91138E+12
Lewishaven,2019-04-27 02:28:00,14.01,6.52498E+12
North Richardhaven,2019-01-28 23:31:00,21.85,3.77662E+12
New Raymond,2019-03-08 17:43:00,34.45,8.89571E+12
South Teresa,2019-04-19 07:57:00,17.27,6.6817E+12
Lake Ann,2019-05-07 20:40:00,24.89,7.35679E+12
West Kimmouth,2019-01-13 20:10:00,19.47,6.50488E+12
East Marymouth,2019-04-12 06:51:00,33.18,9.39326E+12
North Jeffrey,2019-02-28 08:46:00,31.14,6.7957E+12
Myersshire,2019-01-26 11:16:00,49.22,1.97393E+12
Williamsonville,2019-01-17 01:26:00,28.65,6.11493E+12
Victoriaport,2019-01-20 17:06:00,38.74,1.20114E+11
West Hannah,2019-04-19 21:55:00,24.58,2.15878E+12
Williamsonville,2019-02-12 17:54:00,26.49,8.22248E+12
Lake Omar,2019-04-06 20:29:00,40.55,8.96999E+12
East Marymouth,2019-04-02 01:04:00,20,9.37293E+12
Brandonfort,2019-04-07 00:42:00,35.76,2.96585E+12
Lake Ann,2019-01-15 19:40:00,28.15,3.60289E+12
Lake Robertside,2019-01-23 00:24:00,46.83,3.57454E+12
Brandonfort,2019-02-06 02:32:00,35.41,5.05322E+12
New Olivia,2019-03-27 01:37:00,34.65,7.34528E+12
Veronicaberg,2019-01-08 16:01:00,30.66,7.83873E+12
New Shannonberg,2019-04-20 03:18:00,41.85,5.50909E+12
Grayville,2019-03-14 23:10:00,25.12,3.75225E+12
South Teresa,2019-03-12 05:26:00,23.46,8.44457E+11
South Brenda,2019-02-19 12:50:00,29.37,6.76015E+11
Lewisland,2019-01-07 17:32:00,17.57,3.76661E+12
Lake Robertside,2019-02-05 03:17:00,21.45,3.67028E+12
West Hannah,2019-02-18 14:27:00,40.22,8.80634E+12
West Kimmouth,2019-02-08 21:11:00,27.93,6.52477E+11
East Marymouth,2019-02-21 19:36:00,41.21,2.45224E+12
Grayville,2019-02-13 06:07:00,48.59,4.96495E+12
New Olivia,2019-03-05 22:01:00,19.21,8.45979E+12
North Timothy,2019-04-29 23:10:00,29.39,6.60934E+12
East Kentstad,2019-01-26 04:48:00,39.19,9.30935E+12
East Danielview,2019-04-19 10:36:00,28.28,1.49456E+11
Veronicaberg,2019-02-05 20:42:00,46.91,3.27189E+12
West Hannah,2019-02-06 20:06:00,18.33,1.40449E+12
West Hannah,2019-02-16 20:00:00,20.35,7.96086E+12
Port Shane,2019-03-17 05:25:00,20.74,7.22872E+12
East Marymouth,2019-03-06 14:00:00,35.95,5.14728E+12
Veronicaberg,2019-04-25 18:21:00,24.51,6.52896E+12
Lewisland,2019-01-25 11:35:00,44.61,7.55798E+12
West Kimmouth,2019-03-16 18:10:00,35.36,6.75829E+12
North Timothy,2019-04-20 07:06:00,46.24,2.78545E+12
New Olivia,2019-01-27 12:15:00,46.97,3.2007E+12
West Hannah,2019-03-25 02:14:00,40.11,4.49637E+12
Lake Ann,2019-01-24 06:29:00,32.31,2.98517E+12
Myersshire,2019-03-15 08:22:00,15.71,2.81357E+12
New Raymond,2019-02-28 07:10:00,17.09,4.63337E+12
South Teresa,2019-02-12 02:44:00,33.19,7.57892E+11
North Timothy,2019-01-22 02:35:00,48.45,5.69683E+12
East Danielview,2019-04-07 06:31:00,18.98,6.29412E+12
Lake Scott,2019-01-30 02:27:00,48.78,1.36238E+12
Grayville,2019-04-14 21:00:00,49.85,9.37012E+12
South Teresa,2019-03-25 01:20:00,17.99,7.61376E+12
Lake Robertside,2019-04-01 03:17:00,28.07,1.6774E+12
Barronchester,2019-03-02 23:36:00,36.49,4.03157E+12
Nicolechester,2019-05-02 19:48:00,23.06,5.82838E+12
Lewishaven,2019-01-15 15:04:00,22.44,9.66134E+12
Lake Omar,2019-02-26 11:53:00,12.49,4.14493E+12
Victoriaport,2019-01-23 19:59:00,27.09,3.32811E+11
Williamsonville,2019-03-19 08:30:00,44.85,9.12022E+12
South Brenda,2019-01-03 21:29:00,19.99,5.34802E+12
New Olivia,2019-01-25 12:12:00,39.12,7.57471E+12
New Raymond,2019-05-03 08:35:00,13.36,8.61049E+12
West Kimmouth,2019-02-06 00:42:00,13.59,8.83791E+12
West Hannah,2019-05-05 07:51:00,36.08,1.86598E+12
East Aaronbury,2019-04-19 17:18:00,29.27,7.20171E+12
Lewisland,2019-03-10 02:11:00,40.27,6.28444E+12
North Timothy,2019-01-14 16:59:00,15.06,1.23675E+12
Rodriguezview,2019-02-15 10:47:00,45.4,5.20469E+11
North Jeffrey,2019-03-07 02:57:00,29.34,2.59227E+12
Josephside,2019-02-22 14:39:00,16.97,1.75796E+12
Grayville,2019-01-03 13:04:00,12.6,8.66343E+12
West Kimmouth,2019-03-07 22:30:00,29.43,7.6803E+12
Davidfurt,2019-03-26 04:20:00,28.69,5.1035E+12
South Brenda,2019-01-16 03:08:00,20.27,3.31823E+12
North Timothy,2019-01-17 20:12:00,40.87,1506044208
North Richardhaven,2019-03-14 00:49:00,13.09,5.41369E+12
New Raymond,2019-03-17 04:31:00,18.09,5.03486E+12
North Jeffrey,2019-02-28 05:55:00,46.4,7.54697E+12
Lake Scott,2019-02-18 01:12:00,38.47,1.40263E+12
Colemanland,2019-01-01 00:46:00,47.74,2.21591E+12
Lake Robertside,2019-03-27 08:12:00,29.07,2.04476E+12
West Hannah,2019-01-27 19:15:00,22.42,3.20438E+12
Bethanyland,2019-02-11 17:43:00,23.06,4.37474E+12
Bethanyland,2019-05-03 04:50:00,40.85,6.70064E+12
New Olivia,2019-04-10 06:25:00,30.41,7.89464E+12
North Timothy,2019-02-25 00:01:00,22.27,8.60443E+12
West Kimmouth,2019-01-17 09:19:00,24.22,8.37624E+12
Lewishaven,2019-03-02 07:48:00,33.22,8.10002E+11
Grayville,2019-02-18 10:30:00,12.55,9.99956E+11
East Marymouth,2019-05-04 23:18:00,39.07,4.4593E+12
Davidfurt,2019-03-15 05:02:00,48.34,2.4061E+12
Sotoville,2019-01-01 02:07:00,24.07,7.82743E+12
Mezachester,2019-04-29 16:20:00,28.43,7.2853E+12
Veronicaberg,2019-01-20 05:00:00,22.02,4.11034E+12
Lewishaven,2019-01-02 17:52:00,20.68,8.8438E+12
Josephside,2019-03-19 17:33:00,37.42,6.75844E+12
West Kimmouth,2019-04-05 11:36:00,28.07,3.8669E+12
New Raymond,2019-03-06 17:11:00,15.53,6.11832E+12
Barronchester,2019-04-07 14:43:00,21.95,9.35581E+12
South Teresa,2019-02-24 16:51:00,48.8,8.24317E+12
Lake Robertside,2019-01-14 19:24:00,21.46,2.93261E+12
Josephside,2019-02-07 20:52:00,15.98,6.78892E+12
West Hannah,2019-02-17 17:21:00,12.6,2.7285E+12
South Brenda,2019-03-23 02:01:00,40.53,2.61964E+12
Williamsonville,2019-02-19 07:48:00,22.23,1.78416E+12
New Raymond,2019-01-07 10:02:00,28.74,4.25285E+12
Brandonfort,2019-01-11 16:25:00,37.35,8.70194E+12
Colemanland,2019-02-21 22:04:00,30.97,4.04653E+12
South Teresa,2019-04-19 20:01:00,34.93,9.23316E+12
Myersshire,2019-03-25 08:26:00,18.16,2.36425E+12
East Danielview,2019-03-02 02:47:00,14.32,2.1061E+12
West Hannah,2019-04-23 04:56:00,47.08,6.28059E+12
Nicolechester,2019-01-07 10:41:00,27.44,1.91836E+12
Barronchester,2019-02-18 18:35:00,42.32,3.49352E+12
North Timothy,2019-05-07 14:00:00,26.3,4.90517E+12
East Aaronbury,2019-04-08 18:59:00,21.29,6.30561E+11
Bethanyland,2019-03-26 18:27:00,24.27,7.24723E+12
East Danielview,2019-05-03 18:09:00,48.24,3.3281E+12
New Olivia,2019-01-03 09:58:00,38.31,93262977180
Rodriguezview,2019-01-09 11:55:00,29.19,38504866921
Victoriaport,2019-02-27 17:13:00,44.91,6.92663E+12
North Jeffrey,2019-01-23 23:42:00,27.11,6.33205E+12
New Olivia,2019-02-06 20:39:00,13.03,1.37741E+12
East Danielview,2019-02-28 20:26:00,42.71,2.32233E+12
Bethanyland,2019-02-18 09:31:00,38.8,9.38223E+12
Colemanland,2019-02-01 20:59:00,16.11,7.60029E+12
Grayville,2019-02-26 12:59:00,12.64,5.43831E+11
Nicolechester,2019-03-14 01:22:00,47.93,4.42338E+12
Bethanyland,2019-02-03 05:47:00,22.82,9.67569E+12
Nicolechester,2019-01-12 22:48:00,30.79,9.52338E+12
Port Shane,2019-04-24 10:06:00,45.92,5.38891E+12
Brandonfort,2019-05-03 02:01:00,41.62,3.18313E+12
West Kimmouth,2019-04-15 19:22:00,27.16,8.18072E+12
Williamsonville,2019-01-30 05:20:00,36.81,8.08567E+12
Josephside,2019-04-02 12:23:00,49.33,4.82647E+11
Josephside,2019-02-17 23:01:00,38.24,1.24677E+12
Mezachester,2019-04-01 00:02:00,24.4,8.95952E+12
Josephside,2019-01-18 10:21:00,14.75,6.14037E+12
North Richardhaven,2019-04-04 21:05:00,23.79,1.14566E+12
Bethanyland,2019-02-08 19:50:00,28.27,5.51853E+12
Lake Scott,2019-01-24 19:21:00,47.83,6.81244E+12
East Danielview,2019-02-19 04:44:00,31.72,7.45253E+12
East Aaronbury,2019-02-24 16:37:00,36.88,9.77719E+12
Sotoville,2019-03-28 19:16:00,34.03,3.99885E+12
Lewishaven,2019-01-18 04:09:00,32.13,2.82058E+12
Josephside,2019-04-01 03:46:00,23.73,6.1245E+12
Nicolechester,2019-02-04 09:41:00,49.21,4.28043E+12
Josephside,2019-03-07 02:22:00,39.17,6.54097E+12
East Kentstad,2019-05-07 13:29:00,38.74,41356844955
Colemanland,2019-02-28 21:02:00,35.07,8.31333E+12
Lewishaven,2019-02-22 14:40:00,20.35,3.26261E+12
Lake Robertside,2019-04-02 08:53:00,21.31,4.62757E+12
Lake Scott,2019-03-16 23:48:00,28.99,6.20094E+12
Josephside,2019-05-02 15:30:00,21.33,6.69796E+12
South Brenda,2019-02-19 18:08:00,45.55,1.08908E+12
Williamsonville,2019-01-14 07:33:00,40.72,7.26212E+12
Colemanland,2019-02-26 17:44:00,32.7,7.01549E+12
New Olivia,2019-03-19 00:04:00,33.43,2.16378E+12
Lake Robertside,2019-03-12 06:05:00,31.23,3.34793E+12
Rodriguezview,2019-05-01 09:45:00,26.92,1.69386E+12
Brandonfort,2019-03-26 19:35:00,19.22,8.65846E+12
Victoriaport,2019-02-24 07:58:00,45.66,3.82143E+12
North Richardhaven,2019-01-20 05:13:00,20.89,6.06804E+12
Colemanland,2019-04-29 07:09:00,34.77,3.00413E+11
Williamsonville,2019-04-04 03:48:00,18.77,7.55468E+12
Barronchester,2019-03-06 06:36:00,46.07,4.55352E+12
Lewisland,2019-02-27 18:56:00,36.26,6.39214E+12
New Raymond,2019-03-07 17:57:00,26.55,6.93053E+12
South Brenda,2019-01-01 12:32:00,25.56,2.61354E+12
South Brenda,2019-03-21 22:45:00,49.59,3.89294E+12
North Timothy,2019-04-14 18:06:00,41.17,2.43823E+12
East Marymouth,2019-05-06 22:39:00,34.12,9.2158E+12
Barronchester,2019-03-26 18:27:00,30.32,1.77556E+12
Mezachester,2019-02-16 17:34:00,29.25,9.835E+12
East Kentstad,2019-04-19 14:47:00,44.82,7.4976E+11
East Marymouth,2019-01-11 02:12:00,12.21,56113993388
East Marymouth,2019-02-04 19:03:00,31.44,9.30907E+12
New Olivia,2019-02-03 08:51:00,42.89,7.78115E+12
North Jeffrey,2019-04-09 20:40:00,21.2,8.49076E+12
North Richardhaven,2019-01-19 03:13:00,41.94,4.57841E+12
Lake Scott,2019-05-05 05:58:00,18.48,7.98853E+12
West Kimmouth,2019-05-01 09:07:00,23.69,1.24693E+12
Lewisland,2019-02-21 23:06:00,23.3,7.49638E+12
Mezachester,2019-01-13 15:21:00,23.83,5.27085E+12
Williamsonville,2019-05-07 19:45:00,26.11,2.81673E+12
East Marymouth,2019-04-04 10:59:00,23.38,8.03394E+12
Veronicaberg,2019-05-07 13:31:00,42.48,3.34219E+12
Lewisland,2019-03-28 01:32:00,43.77,7.96383E+12
Lewisland,2019-02-06 20:33:00,33.22,5.52629E+12
Josephside,2019-02-24 03:58:00,40.92,1.75388E+11
Bethanyland,2019-03-17 20:29:00,44.81,4.17323E+12
North Richardhaven,2019-02-07 00:21:00,12.58,1.42675E+12
West Kimmouth,2019-03-09 02:23:00,35.3,5.03886E+12
Lake Robertside,2019-03-14 19:44:00,35.79,8.73916E+12
New Shannonberg,2019-02-18 11:25:00,21.66,8.77423E+12
North Jeffrey,2019-01-14 08:29:00,25.02,4.71896E+12
Nicolechester,2019-01-08 19:26:00,26.16,8.90381E+11
Williamsonville,2019-03-06 03:55:00,25.69,8.75561E+11
Colemanland,2019-04-23 17:09:00,16.1,3.62574E+12
West Hannah,2019-04-02 16:29:00,33.41,3.05586E+11
South Brenda,2019-01-16 13:20:00,47.66,4.35784E+12
Grayville,2019-03-05 12:31:00,14.15,3.50358E+12
Port Shane,2019-01-28 15:34:00,45.7,5.71797E+12
Veronicaberg,2019-02-09 06:55:00,26.39,1.33283E+12
North Jeffrey,2019-02-18 20:41:00,35.03,4.4807E+12
Nicolechester,2019-02-10 16:40:00,37.22,3.46427E+12
Grayville,2019-03-20 05:36:00,35.34,3.55075E+12
West Kimmouth,2019-03-29 04:50:00,34.84,1.76961E+12
New Raymond,2019-04-08 14:44:00,46.37,2.49397E+11
West Kimmouth,2019-01-09 19:41:00,19.77,6.84129E+11
Brandonfort,2019-01-10 11:10:00,40.2,9.84078E+12
Victoriaport,2019-01-26 08:07:00,23.94,4.20032E+12
Port Shane,2019-04-06 11:22:00,43.21,1.9145E+12
Brandonfort,2019-03-13 23:19:00,21.62,9.83955E+12
North Jeffrey,2019-01-10 19:17:00,33.85,8.08941E+12
New Shannonberg,2019-04-20 10:09:00,46.8,5.91725E+11
Barronchester,2019-03-20 18:52:00,35.09,4.84215E+12
Josephside,2019-04-26 02:02:00,27.2,3.02737E+12
Rodriguezview,2019-05-05 20:48:00,25.19,5.10654E+12
South Teresa,2019-03-26 08:11:00,37.29,8.50175E+11
Port Shane,2019-01-15 18:16:00,33.95,5.35562E+12
New Shannonberg,2019-05-02 11:40:00,13.08,5.6481E+12
Rodriguezview,2019-04-24 08:08:00,18.22,6.27133E+12
Lake Ann,2019-02-16 07:08:00,39.8,1.71208E+12
Myersshire,2019-04-15 00:07:00,32.13,6.92114E+12
Colemanland,2019-04-22 07:16:00,31.43,8.42816E+12
Veronicaberg,2019-01-11 16:25:00,31.26,8.82167E+12
Lewishaven,2019-01-20 12:47:00,35,5.77226E+12
South Brenda,2019-03-04 01:04:00,16.6,2.24159E+12
East Marymouth,2019-01-23 06:04:00,24.91,5.9999E+12
Rodriguezview,2019-04-28 00:56:00,26.61,4.83979E+12
Grayville,2019-01-07 20:09:00,34.62,8.23837E+12
Nicolechester,2019-03-08 15:28:00,31.71,5.15797E+12
Lake Scott,2019-05-02 19:14:00,35.54,8.21897E+12
Rodriguezview,2019-01-12 02:10:00,26.41,8.99334E+11
South Teresa,2019-03-01 13:10:00,34.24,2.68712E+12
Lake Scott,2019-01-24 08:27:00,23.8,8.22938E+12
South Brenda,2019-01-28 11:55:00,30.98,5.99776E+12
South Brenda,2019-01-05 14:49:00,47.38,2.88574E+12
Josephside,2019-02-03 14:48:00,43.39,7.79497E+12
Myersshire,2019-04-20 04:56:00,37.15,4.25308E+12
East Danielview,2019-01-15 03:55:00,21.97,2.3248E+11
North Timothy,2019-02-16 17:53:00,14.94,7.96424E+12
Sotoville,2019-04-22 03:14:00,31.24,9.47486E+11
Grayville,2019-01-25 10:17:00,39.35,6.10511E+12
Myersshire,2019-04-30 10:54:00,41.25,5.29359E+12
Barronchester,2019-01-09 09:01:00,38.57,1.24687E+12
Mezachester,2019-01-02 16:22:00,47.07,8.98836E+12
East Marymouth,2019-01-19 19:28:00,29.94,3.88682E+11
West Kimmouth,2019-02-10 23:43:00,23.35,6.12096E+12
Veronicaberg,2019-01-31 02:16:00,23.41,4.29992E+12
Josephside,2019-04-10 10:56:00,32.26,5.71935E+12
Sotoville,2019-04-27 19:45:00,28.84,9.91397E+12
Veronicaberg,2019-01-18 18:40:00,44.05,1.68015E+12
Victoriaport,2019-03-19 16:48:00,29.54,3.04973E+12
New Raymond,2019-01-10 12:41:00,49.19,7.82715E+12
West Hannah,2019-02-13 09:44:00,42.61,8.81326E+11
East Danielview,2019-05-02 19:46:00,19.41,8.11909E+12
Veronicaberg,2019-01-29 03:50:00,48.05,5.23295E+12
Davidfurt,2019-02-03 13:58:00,33.84,7.1593E+12
Davidfurt,2019-02-20 01:41:00,46.67,2.88213E+12
South Teresa,2019-04-25 11:50:00,38.81,8.75807E+12
West Hannah,2019-01-07 19:37:00,46.64,5.78857E+12
Lake Ann,2019-03-30 17:23:00,23.87,5.12673E+12
Bethanyland,2019-01-25 01:04:00,41.85,5.32729E+12
East Danielview,2019-02-14 20:03:00,20.26,7.52786E+12
South Brenda,2019-02-13 15:40:00,31.67,7.82461E+12
Colemanland,2019-04-16 18:17:00,42.08,9.74604E+12
Davidfurt,2019-04-06 15:38:00,17.99,8.57811E+12
Bethanyland,2019-01-28 08:33:00,23.73,4.13245E+12
Sotoville,2019-01-21 10:21:00,34.06,5.6975E+11
East Aaronbury,2019-01-10 08:33:00,23.02,9.26542E+12
Colemanland,2019-01-11 00:28:00,49.28,4.06453E+12
Lewishaven,2019-04-27 07:18:00,18.56,4.91983E+12
Lake Omar,2019-01-17 18:29:00,28.54,8.21283E+12
New Shannonberg,2019-02-12 20:27:00,15.31,9.47627E+12
North Jeffrey,2019-02-16 19:18:00,26.66,7.46905E+12
South Brenda,2019-02-14 07:07:00,16.86,5.97645E+12
North Richardhaven,2019-02-07 13:18:00,27.02,6.40777E+11
South Brenda,2019-04-10 20:04:00,35.83,4.34284E+12
Grayville,2019-01-20 19:11:00,24.53,6.94759E+12
Victoriaport,2019-01-15 19:03:00,14.87,8.29884E+12
South Teresa,2019-04-27 14:37:00,45.77,4.66093E+12
East Marymouth,2019-04-23 14:20:00,33.66,8.23818E+12
Lake Omar,2019-03-03 13:17:00,33.97,1.57056E+12
Lake Scott,2019-02-18 11:38:00,47.37,2.72568E+12
Port Shane,2019-02-16 17:52:00,22.81,8.25362E+12
Davidfurt,2019-04-27 23:52:00,45.98,5.455E+12
Lake Ann,2019-01-10 04:20:00,18.22,2.89588E+12
New Raymond,2019-01-31 19:56:00,12.87,2.30062E+12
West Hannah,2019-03-09 11:22:00,21.44,8.3286E+12
Port Shane,2019-03-23 09:36:00,18.58,3.26138E+12
Barronchester,2019-02-04 14:59:00,45.75,7.21653E+12
Davidfurt,2019-02-12 10:07:00,49.55,3.63931E+12
Grayville,2019-05-01 14:27:00,26.26,6.82274E+12
Lake Robertside,2019-02-24 06:25:00,41.57,9.69893E+12
North Richardhaven,2019-01-16 13:38:00,21.06,1.76436E+12
Lewisland,2019-03-01 04:34:00,43.77,5.01347E+12
Mezachester,2019-02-13 09:16:00,38.55,8.13338E+12
Sotoville,2019-01-02 00:13:00,44.71,9.90388E+12
Mezachester,2019-04-19 09:25:00,17.51,1.7345E+12
South Teresa,2019-04-15 08:06:00,23.06,6.61719E+12
Davidfurt,2019-02-18 07:04:00,17.06,2.08406E+12
Lewisland,2019-02-18 12:17:00,23.87,4.51327E+12
East Aaronbury,2019-04-04 06:02:00,16.9,7.21704E+12
Mezachester,2019-02-17 13:16:00,34.17,1.42135E+12
North Timothy,2019-02-24 13:40:00,12.86,3.76466E+12
Veronicaberg,2019-04-23 20:34:00,47.51,9.50712E+12
Lake Scott,2019-03-16 18:07:00,20.1,5.40659E+12
New Raymond,2019-03-19 17:37:00,28.19,3.97789E+12
Josephside,2019-02-10 07:56:00,35.39,8.53682E+12
East Kentstad,2019-03-18 11:45:00,33.83,6.26555E+11
Williamsonville,2019-04-25 17:18:00,32.93,5.56442E+11
East Kentstad,2019-04-12 15:21:00,17.26,8.43953E+12
New Olivia,2019-03-22 05:00:00,24.8,4.46562E+12
Lake Ann,2019-02-08 10:30:00,40.27,3.07966E+12
Lake Omar,2019-03-29 20:14:00,14.77,6.60287E+12
Lake Omar,2019-01-17 04:55:00,35.94,8.67508E+12
Josephside,2019-02-28 11:07:00,41.18,2.44149E+12
East Kentstad,2019-03-04 21:52:00,20.83,2.47007E+12
Williamsonville,2019-03-22 03:05:00,38.41,1.33934E+12
Bethanyland,2019-04-30 19:49:00,27.99,9.68219E+12
North Timothy,2019-04-18 00:06:00,26.98,3.67836E+12
Lake Ann,2019-03-13 05:28:00,45.43,3.35808E+11
Mezachester,2019-04-14 02:15:00,15.17,8.11601E+12
New Shannonberg,2019-04-17 20:06:00,39.47,6.59893E+12
West Kimmouth,2019-03-24 21:04:00,49.96,5.9479E+12
New Raymond,2019-02-01 04:56:00,35.6,2.2501E+11
East Danielview,2019-05-04 02:14:00,40.02,3.64076E+12
Brandonfort,2019-04-19 05:52:00,44.24,1.39834E+12
New Olivia,2019-04-10 23:05:00,48.31,4.54321E+12
Myersshire,2019-02-15 13:31:00,40.6,5.02301E+12
Davidfurt,2019-02-01 04:21:00,20.44,1.85974E+11
Port Shane,2019-02-16 03:35:00,29.99,3.15424E+12
South Brenda,2019-03-08 11:06:00,41.85,6.40043E+12
New Shannonberg,2019-02-26 18:56:00,24.28,5.55904E+11
Lake Scott,2019-02-02 05:37:00,26.45,1.38058E+12
Rodriguezview,2019-02-19 08:21:00,42.1,4.26353E+12
Lake Robertside,2019-03-30 00:54:00,16.53,30234681362
Veronicaberg,2019-03-28 11:03:00,26.01,5.59078E+12
Colemanland,2019-02-16 03:51:00,15.04,4.02729E+12
Myersshire,2019-04-24 08:51:00,26.84,3.89315E+11
New Olivia,2019-05-07 02:49:00,15.41,4.67903E+12
Nicolechester,2019-03-08 16:35:00,26.12,1.5339E+12
South Brenda,2019-04-26 23:15:00,33.74,1.47299E+12
South Teresa,2019-02-23 16:30:00,26.28,7.86503E+12
North Timothy,2019-02-19 14:30:00,22.97,8.11551E+12
Davidfurt,2019-02-03 03:14:00,40.18,8.11698E+12
East Danielview,2019-04-16 21:06:00,42.94,7.30379E+12
Brandonfort,2019-03-16 20:49:00,19.23,4.3587E+12
Lake Robertside,2019-01-23 00:46:00,14.29,2.34289E+12
South Brenda,2019-04-27 07:34:00,30.28,7.027E+12
South Teresa,2019-01-20 08:25:00,30.37,9.59221E+12
East Danielview,2019-03-04 04:10:00,17.89,7.64021E+12
New Shannonberg,2019-05-02 21:53:00,28.99,3.40781E+12
Barronchester,2019-04-28 11:49:00,39.19,9.91774E+12
Barronchester,2019-03-19 19:18:00,46.42,2.88714E+12
West Hannah,2019-02-22 23:29:00,23.36,8.1796E+12
Nicolechester,2019-04-28 17:38:00,34.87,5.10194E+12
Lake Robertside,2019-02-10 15:11:00,20.98,7.33465E+12
Colemanland,2019-02-10 03:12:00,35.76,8.31309E+12
Bethanyland,2019-04-17 22:37:00,28.68,3.15094E+12
East Marymouth,2019-04-09 01:04:00,29.03,8.44287E+12
Rodriguezview,2019-04-22 20:56:00,44.68,1.13954E+12
Colemanland,2019-02-19 02:23:00,23.45,1.22468E+12
Lake Omar,2019-04-13 23:28:00,25.61,3.66779E+12
Davidfurt,2019-04-18 15:43:00,47.3,8.28934E+12
Davidfurt,2019-04-03 17:52:00,21.29,3.93429E+12
New Raymond,2019-03-28 14:25:00,14.75,7.75063E+11
Lake Scott,2019-02-02 14:18:00,17.55,3.94737E+12
Lake Scott,2019-02-22 06:26:00,37.51,2.59185E+12
West Kimmouth,2019-02-02 19:04:00,36.71,6.54813E+12
Davidfurt,2019-05-07 14:38:00,13.05,1.12652E+11
Port Shane,2019-03-27 11:55:00,28.8,4.39958E+12
Lake Ann,2019-05-02 06:15:00,47.44,9.06613E+12
North Timothy,2019-04-24 12:24:00,37.71,4.49908E+12
East Marymouth,2019-02-24 18:02:00,27.38,5.22442E+12
Lake Robertside,2019-01-25 21:44:00,48.81,6.51332E+12
Josephside,2019-02-25 10:17:00,35.8,2.85109E+12
Lake Robertside,2019-01-13 04:32:00,44.66,1.75734E+12
East Marymouth,2019-03-22 21:54:00,14.13,6.50276E+12
South Teresa,2019-01-13 15:30:00,20.93,6.76923E+12
Lake Robertside,2019-04-27 06:20:00,28.29,9.59553E+12
Lake Robertside,2019-04-07 06:35:00,46.5,5.12795E+12
Lake Omar,2019-01-03 01:16:00,14.61,7.11723E+12
Bethanyland,2019-03-23 21:53:00,40.07,6.35881E+11
West Kimmouth,2019-04-29 02:04:00,31.59,8.39023E+12
Lewisland,2019-02-11 09:00:00,30.56,5.32677E+12
Barronchester,2019-04-02 19:38:00,28.55,9.11268E+12
Mezachester,2019-05-07 15:34:00,44.87,6.58787E+12
Rodriguezview,2019-04-07 03:41:00,13.71,4.66612E+12
Lewishaven,2019-04-12 15:01:00,49.15,6.41139E+12
South Brenda,2019-02-18 06:29:00,41.32,9.77307E+12
Lake Omar,2019-04-15 16:39:00,45.64,3.8159E+12
Lewisland,2019-01-30 14:09:00,46.7,9.37453E+12
Nicolechester,2019-01-22 14:48:00,32.03,8.08525E+12
Lake Scott,2019-01-11 00:04:00,23.44,8.55767E+12
Davidfurt,2019-02-05 18:23:00,27.55,6.57488E+12
Port Shane,2019-04-18 00:52:00,12.05,1.54679E+12
Bethanyland,2019-03-14 09:47:00,44.31,5.7853E+11
South Teresa,2019-03-08 05:29:00,42.68,6.55118E+12
Josephside,2019-04-12 14:30:00,37.37,2.63269E+12
Myersshire,2019-04-17 23:24:00,20.51,4.67005E+12
Victoriaport,2019-02-06 16:28:00,45.86,6.84439E+12
Brandonfort,2019-01-30 01:51:00,17.5,6.47722E+12
Bethanyland,2019-03-15 13:10:00,39.66,9.76644E+12
East Marymouth,2019-03-05 19:06:00,25.44,7.45116E+12
North Jeffrey,2019-03-19 06:00:00,31.16,2.45874E+12
Victoriaport,2019-01-29 04:04:00,35.5,2.1861E+12
Mezachester,2019-01-15 04:53:00,16.6,3.35605E+12
Rodriguezview,2019-02-14 01:59:00,30.39,9.18047E+12
West Hannah,2019-02-23 11:22:00,23.5,7.79876E+12
Port Shane,2019-03-17 00:39:00,47.75,1.41742E+12
Colemanland,2019-01-22 10:21:00,46.43,3.16207E+12
Nicolechester,2019-03-28 04:12:00,26.22,1.22825E+11
Josephside,2019-01-02 07:26:00,33.57,8.53093E+12
Lewisland,2019-01-23 18:17:00,26.69,4.36044E+12
South Teresa,2019-02-11 15:07:00,28.64,3.21468E+11
West Kimmouth,2019-02-18 11:53:00,49.38,1.63156E+12
Davidfurt,2019-03-09 23:07:00,26.24,4.65249E+12
North Jeffrey,2019-02-21 12:56:00,22.96,6.85385E+12
East Kentstad,2019-04-10 20:44:00,21.38,9.07891E+12
Brandonfort,2019-04-04 21:13:00,21.56,8.10843E+12
Lewishaven,2019-03-29 07:24:00,14.21,1.26283E+11
East Danielview,2019-04-26 08:14:00,40.76,2.97066E+12
Veronicaberg,2019-04-02 03:59:00,16.63,4.52806E+12
Lake Omar,2019-05-05 23:39:00,12.45,6.3841E+12
Lake Omar,2019-04-13 07:09:00,24.9,9.45408E+12
Josephside,2019-03-18 22:55:00,35.58,5.45261E+12
